Price,Close,High,Low,Open,Volume
Ticker,MNQ=F,MNQ=F,MNQ=F,MNQ=F,MNQ=F
Datetime,,,,,
2025-08-15 18:00:00+00:00,23811.0,23847.75,23792.25,23839.75,80083
2025-08-15 19:00:00+00:00,23805.0,23830.5,23775.75,23811.0,93333
2025-08-15 20:00:00+00:00,23804.0,23812.75,23777.75,23805.5,25452
2025-08-17 22:00:00+00:00,23848.25,23854.25,23792.0,23795.0,16878
2025-08-17 23:00:00+00:00,23851.0,23860.25,23840.0,23848.0,10182
2025-08-18 00:00:00+00:00,23857.5,23866.5,23845.25,23849.75,11785
2025-08-18 01:00:00+00:00,23881.75,23882.0,23855.25,23857.25,9701
2025-08-18 02:00:00+00:00,23877.0,23881.75,23867.25,23881.25,7460
2025-08-18 03:00:00+00:00,23861.75,23880.0,23856.25,23877.0,7106
2025-08-18 04:00:00+00:00,23849.5,23860.0,23845.5,23857.5,8322
2025-08-18 05:00:00+00:00,23852.25,23857.75,23841.0,23849.0,6822
2025-08-18 06:00:00+00:00,23802.5,23854.75,23772.5,23851.75,22457
2025-08-18 07:00:00+00:00,23805.5,23816.25,23780.75,23802.25,21734
2025-08-18 08:00:00+00:00,23778.75,23812.0,23743.5,23805.5,23843
2025-08-18 09:00:00+00:00,23759.0,23782.25,23738.75,23778.75,14985
2025-08-18 10:00:00+00:00,23788.0,23792.0,23757.0,23759.0,12280
2025-08-18 11:00:00+00:00,23770.75,23791.25,23747.25,23788.0,17628
2025-08-18 12:00:00+00:00,23775.5,23777.0,23745.25,23770.0,19963
2025-08-18 13:00:00+00:00,23749.0,23818.25,23735.0,23775.0,157823
2025-08-18 14:00:00+00:00,23778.25,23824.5,23718.75,23749.0,203021
2025-08-18 15:00:00+00:00,23747.0,23784.25,23728.5,23777.5,107174
2025-08-18 16:00:00+00:00,23734.75,23780.25,23722.5,23747.25,86201
2025-08-18 17:00:00+00:00,23760.0,23799.75,23733.0,23735.25,80324
2025-08-18 18:00:00+00:00,23795.5,23803.0,23747.0,23760.25,63693
2025-08-18 19:00:00+00:00,23796.25,23816.0,23784.0,23795.5,75898
2025-08-18 20:00:00+00:00,23789.5,23806.25,23783.5,23796.75,21587
2025-08-18 22:00:00+00:00,23820.5,23839.75,23791.0,23799.0,0
2025-08-18 23:00:00+00:00,23804.75,23826.0,23802.0,23820.25,8140
2025-08-19 00:00:00+00:00,23780.75,23806.0,23762.5,23805.0,18153
2025-08-19 01:00:00+00:00,23771.5,23792.25,23771.0,23781.5,12052
2025-08-19 02:00:00+00:00,23764.5,23784.5,23761.75,23770.75,10342
2025-08-19 03:00:00+00:00,23755.5,23786.75,23751.0,23763.5,11880
2025-08-19 04:00:00+00:00,23758.0,23761.5,23738.75,23747.5,10649
2025-08-19 05:00:00+00:00,23736.25,23763.5,23730.75,23757.75,12305
2025-08-19 06:00:00+00:00,23762.75,23767.0,23734.25,23735.5,10282
2025-08-19 07:00:00+00:00,23770.0,23772.5,23747.75,23763.0,12992
2025-08-19 08:00:00+00:00,23787.25,23788.0,23745.5,23770.0,14970
2025-08-19 09:00:00+00:00,23787.75,23805.0,23781.5,23787.25,12575
2025-08-19 10:00:00+00:00,23763.5,23790.25,23751.0,23787.75,18063
2025-08-19 11:00:00+00:00,23774.75,23777.75,23755.0,23763.5,15355
2025-08-19 12:00:00+00:00,23743.5,23783.25,23739.25,23774.75,27995
2025-08-19 13:00:00+00:00,23678.75,23770.75,23639.25,23744.0,223575
2025-08-19 14:00:00+00:00,23541.25,23728.0,23540.0,23678.0,290823
2025-08-19 15:00:00+00:00,23558.75,23590.0,23514.0,23540.75,162352
2025-08-19 16:00:00+00:00,23482.25,23578.0,23469.75,23558.75,147759
2025-08-19 17:00:00+00:00,23506.75,23516.0,23445.25,23482.5,120772
2025-08-19 18:00:00+00:00,23462.25,23508.0,23444.25,23506.75,98775
2025-08-19 19:00:00+00:00,23469.75,23477.0,23425.25,23462.0,109838
2025-08-19 20:00:00+00:00,23473.25,23487.5,23464.25,23470.25,29494
2025-08-19 22:00:00+00:00,23457.25,23489.0,23449.75,23456.0,0
2025-08-19 23:00:00+00:00,23422.0,23466.5,23413.5,23458.25,22401
2025-08-20 00:00:00+00:00,23414.75,23424.0,23398.0,23422.75,22640
2025-08-20 01:00:00+00:00,23379.0,23431.25,23367.75,23414.25,28218
2025-08-20 02:00:00+00:00,23391.5,23395.0,23368.0,23379.25,11688
2025-08-20 03:00:00+00:00,23345.25,23385.0,23338.0,23381.19921875,21020
2025-08-20 04:00:00+00:00,23351.75,23368.25,23344.75,23351.25,14059
2025-08-20 05:00:00+00:00,23365.75,23366.75,23334.5,23351.75,13608
2025-08-20 06:00:00+00:00,23389.0,23392.5,23344.75,23365.25,21824
2025-08-20 07:00:00+00:00,23399.0,23430.25,23385.75,23389.0,25778
2025-08-20 08:00:00+00:00,23414.5,23421.5,23370.75,23399.5,26600
2025-08-20 09:00:00+00:00,23432.25,23439.5,23406.5,23414.0,15221
2025-08-20 10:00:00+00:00,23425.5,23440.75,23403.0,23432.75,15470
2025-08-20 11:00:00+00:00,23413.75,23452.0,23374.75,23425.25,30797
2025-08-20 12:00:00+00:00,23426.0,23436.5,23396.5,23413.25,32535
2025-08-20 13:00:00+00:00,23173.75,23432.0,23146.0,23426.75,266726
2025-08-20 14:00:00+00:00,23057.25,23214.5,23035.25,23173.75,337154
2025-08-20 15:00:00+00:00,23171.75,23266.25,23046.0,23057.5,239781
2025-08-20 16:00:00+00:00,23233.5,23303.75,23168.75,23171.5,155685
2025-08-20 17:00:00+00:00,23265.25,23315.5,23225.5,23233.75,137391
2025-08-20 18:00:00+00:00,23244.0,23280.5,23191.0,23263.75,143942
2025-08-20 19:00:00+00:00,23325.5,23368.5,23243.75,23244.25,131248
2025-08-20 20:00:00+00:00,23318.75,23331.5,23306.5,23325.5,22348
2025-08-20 22:00:00+00:00,23319.5,23342.75,23312.5,23322.0,0
2025-08-20 23:00:00+00:00,23319.5,23330.0,23306.0,23320.5,10548
2025-08-21 00:00:00+00:00,23292.5,23324.0,23269.0,23319.25,24136
2025-08-21 01:00:00+00:00,23353.0,23355.75,23267.5,23292.0,24032
2025-08-21 02:00:00+00:00,23354.25,23369.5,23341.0,23353.0,17648
2025-08-21 03:00:00+00:00,23344.75,23360.75,23337.0,23354.75,8772
2025-08-21 04:00:00+00:00,23340.5,23347.25,23330.25,23335.0,8627
2025-08-21 05:00:00+00:00,23341.25,23350.0,23311.5,23341.25,14129
2025-08-21 06:00:00+00:00,23355.75,23368.25,23332.25,23341.0,15472
2025-08-21 07:00:00+00:00,23344.0,23359.75,23321.5,23354.75,19819
2025-08-21 08:00:00+00:00,23298.5,23357.5,23296.75,23343.5,19192
2025-08-21 09:00:00+00:00,23304.5,23328.75,23289.75,23298.0,16156
2025-08-21 10:00:00+00:00,23312.5,23318.0,23279.25,23304.5,22283
2025-08-21 11:00:00+00:00,23281.25,23335.0,23264.5,23312.25,30174
2025-08-21 12:00:00+00:00,23223.5,23281.75,23212.75,23281.5,55817
2025-08-21 13:00:00+00:00,23186.5,23290.5,23175.0,23223.5,243051
2025-08-21 14:00:00+00:00,23295.0,23348.25,23155.25,23186.5,288382
2025-08-21 15:00:00+00:00,23204.0,23312.75,23191.0,23295.5,215225
2025-08-21 16:00:00+00:00,23161.25,23214.75,23150.25,23204.0,153803
2025-08-21 17:00:00+00:00,23215.25,23224.0,23119.5,23161.25,152102
2025-08-21 18:00:00+00:00,23225.0,23234.75,23179.25,23214.5,103776
2025-08-21 19:00:00+00:00,23218.25,23254.75,23203.5,23225.5,106215
2025-08-21 20:00:00+00:00,23222.5,23226.25,23199.5,23218.0,24779
2025-08-21 22:00:00+00:00,23244.25,23250.5,23223.25,23228.0,0
2025-08-21 23:00:00+00:00,23248.0,23253.0,23231.25,23244.25,9998
2025-08-22 00:00:00+00:00,23213.25,23250.5,23180.25,23249.0,29424
2025-08-22 01:00:00+00:00,23206.0,23221.75,23192.75,23213.75,17481
2025-08-22 02:00:00+00:00,23207.25,23234.0,23204.0,23206.5,13458
2025-08-22 03:00:00+00:00,23194.75,23210.75,23191.75,23206.75,11067
2025-08-22 04:00:00+00:00,23209.5,23215.75,23201.0,23203.0,6195
2025-08-22 05:00:00+00:00,23191.0,23213.0,23180.75,23209.25,12259
2025-08-22 06:00:00+00:00,23139.0,23191.0,23074.5,23191.0,38921
2025-08-22 07:00:00+00:00,23196.25,23201.0,23134.0,23138.5,26884
2025-08-22 08:00:00+00:00,23253.75,23256.75,23191.0,23195.75,26167
2025-08-22 09:00:00+00:00,23252.25,23254.5,23230.25,23253.25,13042
2025-08-22 10:00:00+00:00,23265.25,23274.75,23251.0,23251.75,16861
2025-08-22 11:00:00+00:00,23252.5,23281.0,23241.0,23265.5,20138
2025-08-22 12:00:00+00:00,23242.5,23275.0,23239.75,23252.5,29082
2025-08-22 13:00:00+00:00,23265.25,23343.0,23206.25,23242.5,195525
2025-08-22 14:00:00+00:00,23602.75,23644.0,23269.5,23269.5,458359
2025-08-22 15:00:00+00:00,23569.0,23650.0,23565.0,23603.25,151448
2025-08-22 16:00:00+00:00,23528.5,23592.0,23507.0,23569.25,132619
2025-08-22 17:00:00+00:00,23605.5,23625.25,23527.75,23528.25,99066
2025-08-22 18:00:00+00:00,23586.25,23617.0,23581.5,23606.25,67683
2025-08-22 19:00:00+00:00,23565.75,23594.0,23531.25,23586.25,108760
2025-08-22 20:00:00+00:00,23569.75,23587.5,23549.75,23565.25,27748
2025-08-24 22:00:00+00:00,23571.0,23610.0,23545.0,23600.0,22661
2025-08-24 23:00:00+00:00,23574.5,23589.25,23558.75,23571.25,18171
2025-08-25 00:00:00+00:00,23555.75,23597.5,23550.25,23575.0,22057
2025-08-25 01:00:00+00:00,23535.5,23558.25,23534.25,23555.75,14413
2025-08-25 02:00:00+00:00,23524.25,23549.75,23518.5,23534.75,14844
2025-08-25 03:00:00+00:00,23548.5,23552.25,23520.25,23524.5,11243
2025-08-25 04:00:00+00:00,23554.25,23559.25,23544.0,23547.5,7480
2025-08-25 05:00:00+00:00,23565.5,23568.5,23550.5,23555.25,8793
2025-08-25 06:00:00+00:00,23522.25,23568.5,23519.25,23565.75,12898
2025-08-25 07:00:00+00:00,23526.0,23536.75,23508.25,23521.75,18411
2025-08-25 08:00:00+00:00,23510.0,23538.5,23505.5,23526.0,15993
2025-08-25 09:00:00+00:00,23504.0,23513.0,23486.25,23510.0,17720
2025-08-25 10:00:00+00:00,23479.75,23504.75,23462.0,23504.0,18475
2025-08-25 11:00:00+00:00,23497.25,23501.0,23469.75,23480.75,15853
2025-08-25 12:00:00+00:00,23479.5,23497.75,23463.0,23497.25,27391
2025-08-25 13:00:00+00:00,23519.5,23520.5,23445.0,23479.25,194161
2025-08-25 14:00:00+00:00,23570.75,23575.0,23504.5,23519.0,224401
2025-08-25 15:00:00+00:00,23600.75,23616.75,23564.5,23570.75,126364
2025-08-25 16:00:00+00:00,23596.25,23614.0,23587.75,23600.75,68381
2025-08-25 17:00:00+00:00,23578.0,23598.0,23557.25,23596.25,82105
2025-08-25 18:00:00+00:00,23552.25,23584.75,23549.25,23578.25,65588
2025-08-25 19:00:00+00:00,23495.5,23573.75,23488.75,23552.5,97367
2025-08-25 20:00:00+00:00,23502.25,23518.5,23485.5,23495.75,30845
2025-08-25 22:00:00+00:00,23511.5,23520.5,23498.25,23510.25,0
2025-08-25 23:00:00+00:00,23496.5,23516.75,23489.0,23511.75,11531
2025-08-26 00:00:00+00:00,23417.75,23509.5,23371.25,23496.25,83230
2025-08-26 01:00:00+00:00,23424.25,23456.75,23410.0,23417.25,28526
2025-08-26 02:00:00+00:00,23448.75,23475.5,23423.25,23425.0,18867
2025-08-26 03:00:00+00:00,23451.75,23457.5,23440.25,23449.0,8096
2025-08-26 04:00:00+00:00,23455.5,23460.25,23440.5,23456.5,7464
2025-08-26 05:00:00+00:00,23476.25,23484.25,23455.5,23455.5,11377
2025-08-26 06:00:00+00:00,23453.75,23484.25,23443.5,23476.5,15699
2025-08-26 07:00:00+00:00,23443.0,23464.75,23415.25,23454.0,28667
2025-08-26 08:00:00+00:00,23459.75,23469.25,23440.0,23443.0,16845
2025-08-26 09:00:00+00:00,23474.25,23481.5,23452.5,23459.5,11052
2025-08-26 10:00:00+00:00,23491.25,23505.75,23470.75,23474.25,14568
2025-08-26 11:00:00+00:00,23469.5,23495.0,23443.25,23491.25,23196
2025-08-26 12:00:00+00:00,23470.5,23480.0,23438.5,23469.25,28247
2025-08-26 13:00:00+00:00,23494.5,23518.5,23427.0,23470.75,212747
2025-08-26 14:00:00+00:00,23522.5,23551.5,23482.0,23494.25,210441
2025-08-26 15:00:00+00:00,23517.75,23538.5,23493.0,23522.0,121482
2025-08-26 16:00:00+00:00,23539.5,23556.25,23517.75,23517.75,75992
2025-08-26 17:00:00+00:00,23502.25,23545.0,23479.0,23539.25,91518
2025-08-26 18:00:00+00:00,23550.0,23556.0,23498.75,23502.75,74686
2025-08-26 19:00:00+00:00,23587.0,23600.0,23534.5,23549.75,132332
2025-08-26 20:00:00+00:00,23607.25,23611.0,23583.0,23587.0,25832
2025-08-26 22:00:00+00:00,23616.25,23625.0,23600.75,23607.25,0
2025-08-26 23:00:00+00:00,23614.0,23624.25,23609.75,23616.0,7354
2025-08-27 00:00:00+00:00,23598.25,23616.75,23594.5,23614.5,11303
2025-08-27 01:00:00+00:00,23627.5,23629.0,23598.0,23598.25,12592
2025-08-27 02:00:00+00:00,23611.75,23628.75,23609.25,23627.75,9251
2025-08-27 03:00:00+00:00,23613.0,23621.5,23609.5,23611.75,5757
2025-08-27 04:00:00+00:00,23616.5,23621.75,23607.25,23608.25,6186
2025-08-27 05:00:00+00:00,23600.75,23617.25,23592.25,23616.5,10425
2025-08-27 06:00:00+00:00,23603.25,23619.75,23595.25,23600.25,11668
2025-08-27 07:00:00+00:00,23595.0,23615.5,23575.75,23602.75,17277
2025-08-27 08:00:00+00:00,23587.5,23600.0,23567.5,23595.5,13456
2025-08-27 09:00:00+00:00,23596.75,23603.5,23584.75,23587.0,9061
2025-08-27 10:00:00+00:00,23600.25,23606.25,23591.0,23596.25,7628
2025-08-27 11:00:00+00:00,23608.0,23615.0,23597.0,23600.25,9841
2025-08-27 12:00:00+00:00,23581.75,23621.0,23563.5,23607.75,35974
2025-08-27 13:00:00+00:00,23535.0,23585.75,23488.5,23581.75,216117
2025-08-27 14:00:00+00:00,23600.0,23616.0,23526.25,23534.75,174155
2025-08-27 15:00:00+00:00,23623.75,23631.75,23574.0,23600.25,109746
2025-08-27 16:00:00+00:00,23600.5,23624.75,23542.0,23623.25,128746
2025-08-27 17:00:00+00:00,23621.25,23624.5,23587.0,23600.5,57310
2025-08-27 18:00:00+00:00,23626.75,23657.5,23614.25,23621.25,67027
2025-08-27 19:00:00+00:00,23620.0,23646.5,23552.5,23626.75,122639
2025-08-27 20:00:00+00:00,23542.25,23685.0,23429.0,23620.25,104530
2025-08-27 22:00:00+00:00,23518.5,23550.75,23498.5,23543.0,0
2025-08-27 23:00:00+00:00,23508.25,23526.0,23502.25,23518.0,12915
2025-08-28 00:00:00+00:00,23521.5,23523.5,23486.75,23508.25,23330
2025-08-28 01:00:00+00:00,23547.5,23552.5,23517.5,23521.0,15016
2025-08-28 02:00:00+00:00,23554.25,23564.0,23544.75,23548.25,12629
2025-08-28 03:00:00+00:00,23578.0,23584.5,23553.75,23554.5,13094
2025-08-28 04:00:00+00:00,23561.25,23575.0,23557.5,23562.0,10984
2025-08-28 05:00:00+00:00,23542.75,23567.25,23539.0,23561.25,12445
2025-08-28 06:00:00+00:00,23605.75,23613.0,23540.0,23542.75,20965
2025-08-28 07:00:00+00:00,23632.5,23634.0,23602.75,23606.0,20126
2025-08-28 08:00:00+00:00,23616.5,23662.0,23614.5,23631.75,25886
2025-08-28 09:00:00+00:00,23614.25,23628.25,23608.75,23616.5,12374
2025-08-28 10:00:00+00:00,23611.5,23625.75,23597.5,23614.75,14300
2025-08-28 11:00:00+00:00,23618.25,23619.0,23583.0,23611.25,21388
2025-08-28 12:00:00+00:00,23633.25,23653.5,23593.5,23617.75,55630
2025-08-28 13:00:00+00:00,23610.0,23743.25,23572.5,23633.25,280451
2025-08-28 14:00:00+00:00,23714.0,23730.0,23593.25,23609.5,258384
2025-08-28 15:00:00+00:00,23687.5,23754.25,23664.75,23714.25,163705
2025-08-28 16:00:00+00:00,23732.0,23766.0,23682.75,23687.5,104934
2025-08-28 17:00:00+00:00,23766.25,23774.5,23722.25,23732.25,73085
2025-08-28 18:00:00+00:00,23788.25,23792.5,23761.25,23766.0,57915
2025-08-28 19:00:00+00:00,23766.5,23803.75,23765.0,23788.75,98425
2025-08-28 20:00:00+00:00,23761.25,23774.5,23751.25,23766.5,29928
2025-08-28 22:00:00+00:00,23741.0,23762.75,23734.75,23761.0,0
2025-08-28 23:00:00+00:00,23748.25,23752.5,23736.5,23741.0,8091
2025-08-29 00:00:00+00:00,23746.25,23755.75,23738.0,23747.5,10835
2025-08-29 01:00:00+00:00,23733.0,23751.5,23729.5,23746.0,11347
2025-08-29 02:00:00+00:00,23726.75,23733.25,23718.0,23732.75,8730
2025-08-29 03:00:00+00:00,23728.25,23741.0,23724.25,23726.75,9844
2025-08-29 04:00:00+00:00,23720.25,23727.5,23718.5,23723.75,5545
2025-08-29 05:00:00+00:00,23724.5,23728.25,23713.5,23720.75,8088
2025-08-29 06:00:00+00:00,23717.25,23734.25,23714.0,23724.0,10515
2025-08-29 07:00:00+00:00,23685.25,23737.0,23683.75,23717.25,19956
2025-08-29 08:00:00+00:00,23632.5,23697.0,23624.75,23684.75,34575
2025-08-29 09:00:00+00:00,23645.5,23660.25,23612.0,23632.5,21567
2025-08-29 10:00:00+00:00,23636.75,23660.5,23622.75,23646.25,17804
2025-08-29 11:00:00+00:00,23639.25,23654.5,23630.5,23636.25,16258
2025-08-29 12:00:00+00:00,23667.0,23680.75,23621.0,23639.25,46941
2025-08-29 13:00:00+00:00,23516.0,23670.5,23507.0,23666.5,235473
2025-08-29 14:00:00+00:00,23435.0,23551.75,23413.5,23519.5,337008
2025-08-29 15:00:00+00:00,23432.0,23498.5,23424.75,23435.0,153272
2025-08-29 16:00:00+00:00,23478.25,23491.5,23429.0,23432.0,88653
2025-08-29 17:00:00+00:00,23459.75,23477.75,23401.5,23477.75,126782
2025-08-29 18:00:00+00:00,23459.25,23467.25,23436.5,23459.5,68099
2025-08-29 19:00:00+00:00,23473.25,23495.0,23425.75,23459.0,127249
2025-08-29 20:00:00+00:00,23461.75,23487.75,23450.75,23473.0,38243
2025-08-31 22:00:00+00:00,23536.25,23537.0,23461.75,23478.5,19112
